"id","string"
"239","CAAZNMOK"
"240","COWYMTID"
"241","COWYMTND"
"242","COWYMTSD"
"243","COWYIDWA"
"244","COWYIDOR"
"245","COWYIDNV"
"246","COWYIDUT"
"247","COWYIDMT"
"248","COWYUTID"
"249","COWYUTNV"
"250","COWYUTAZ"
"251","COWYNESD"
"252","COWYNESD"
"253","COWYNEMO"
"254","COWYNEIA"
"255","COWYSDND"
"256","COWYSDMT"
"257","COWYSDNE"
"258","COWYSDIA"
"259","COWYSDMN"
"260","COUTIDWA"
"261","COUTIDOR"
"262","COUTIDNV"
"263","COUTIDMT"
"264","COUTIDWY"
"265","COUTNVOR"
"266","COUTNVCA"
"267","COUTNVAZ"
"268","COUTNVID"
"269","COUTAZNV"
"270","COUTAZCA"
"271","COUTAZNM"
"272","COUTWYMT"
"273","COUTWYID"
"274","COUTWYNE"
"275","COUTWYSD"
"276","CONMAZUT"
"277","CONMAZNV"
"278","CONMAZCA"
"279","CONMTXOK"
"280","CONMTXLA"
"281","CONMTXAR"
"282","CONMOKKS"
"283","CONMOKTX"
"284","CONMOKAR"
"285","CONMOKMO"
"286","COOKKSNE"
"287","COOKKSMO"
"288","COOKNMAZ"
"289","COOKNMTX"
"290","COOKTXNM"
"291","COOKTXLA"
"292","COOKTXAR"
"293","COOKARMO"
"294","COOKARTX"
"295","COOKARLA"
"296","COOKARMS"
"297","COOKARTN"
"298","COOKMOIA"
"299","COOKMONE"
"300","COOKMOKS"
"301","COOKMOAR"
"302","COOKMOTN"
"303","COOKMOKY"
"304","COOKMOIL"
"305","COKSNESD"
"306","COKSNEWY"
"307","COKSNESD"
"308","COKSNEMO"
"309","COKSNEIA"
"310","COKSOKNM"
"311","COKSOKTX"
"312","COKSOKAR"
"313","COKSOKMO"
"314","COKSMOIA"
"315","COKSMONE"
"316","COKSMOOK"
"317","COKSMOAR"
"318","COKSMOTN"
"319","COKSMOKY"
"320","COKSMOIL"
"321","CONESDND"
"322","CONESDMT"
"323","CONESDWY"
"324","CONESDIA"
"325","CONESDMN"
"326","CONEWYMT"
"327","CONEWYID"
"328","CONEWYUT"
"329","CONEWYSD"
"330","CONESDND"
"331","CONESDMT"
"332","CONESDWY"
"333","CONESDIA"
"334","CONESDMN"
"335","CONEMOIA"
"336","CONEMOKS"
"337","CONEMOOK"
"338","CONEMOAR"
"339","CONEMOTN"
"340","CONEMOKY"
"341","CONEMOIL"
"342","CONEIAMN"
"343","CONEIASD"
"344","CONEIAMO"
"345","CONEIAIL"
"346","CONEIAWI"
"347","CTMAVTNY"
"348","CTMAVTNH"
"349","CTMANYPA"
"350","CTMANYNJ"
"351","CTMANYVT"
"352","CTMANHVT"
"353","CTMANHME"
"354","CTNYPAOH"
"355","CTNYPAWV"
"356","CTNYPAMD"
"357","CTNYPADE"
"358","CTNYPANJ"
"359","CTNYNJPA"
"360","CTNYNJDE"
"361","CTNYMAVT"
"362","CTNYMARI"
"363","CTNYMANH"
"364","CTNYVTMA"
"365","CTNYVTNH"
"366","CTRIMAVT"
"367","CTRIMANY"
"368","CTRIMANH"
"369","DEMDPANY"
"370","DEMDPAOH"
"371","DEMDPAWV"
"372","DEMDPANJ"
"373","DEMDWVOH"
"374","DEMDWVKY"
"375","DEMDWVVA"
"376","DEMDWVPA"
"377","DEMDVAWV"
"378","DEMDVAKY"
"379","DEMDVATN"
"380","DEMDVANC"
"381","DENJNYPA"
"382","DENJNYCT"
"383","DENJNYMA"
"384","DENJNYVT"
"385","DENJPANY"
"386","DENJPAOH"
"387","DENJPAWV"
"388","DENJPAMD"
"389","FLGANCVA"
"390","FLGANCTN"
"391","FLGANCSC"
"392","FLGATNKY"
"393","FLGATNMO"
"394","FLGATNAR"
"395","FLGATNMS"
"396","FLGATNAL"
"397","FLGATNNC"
"398","FLGATNVA"
"399","FLGAALTN"
"400","FLGAALMS"
"401","FLGASCNC"
"402","FLALTNKY"
"403","FLALTNMO"
"404","FLALTNAR"
"405","FLALTNMS"
"406","FLALTNGA"
"407","FLALTNNC"
"408","FLALTNVA"
"409","FLALMSTN"
"410","FLALMSAR"
"411","FLALMSLA"
"412","FLALGANC"
"413","FLALGATN"
"414","FLALGASC"
"415","GANCVAMD"
"416","GANCVAWV"
"417","GANCVAKY"
"418","GANCVATN"
"419","GANCTNKY"
"420","GANCTNMO"
"421","GANCTNAR"
"422","GANCTNMS"
"423","GANCTNAL"
"424","GANCTNVA"
"425","GATNKYIN"
"426","GATNKYIL"
"427","GATNKYMO"
"428","GATNKYVA"
"429","GATNKYWV"
"430","GATNKYOH"
"431","GATNMOIA"
"432","GATNMONE"
"433","GATNMOKS"
"434","GATNMOOK"
"435","GATNMOAR"
"436","GATNMOKY"
"437","GATNMOIL"
"438","GATNARMO"
"439","GATNAROK"
"440","GATNARTX"
"441","GATNARLA"
"442","GATNARMS"
"443","GATNMSAR"
"444","GATNMSLA"
"445","GATNMSAL"
"446","GATNALMS"
"447","GATNALFL"
"448","GATNNCVA"
"449","GATNNCSC"
"450","GATNVAMD"
"451","GATNVAWV"
"452","GATNVAKY"
"453","GATNVANC"
"454","GAALTNKY"
"455","GAALTNMO"
"456","GAALTNAR"
"457","GAALTNMS"
"458","GAALTNNC"
"459","GAALTNVA"
"460","GAALMSTN"
"461","GAALMSAR"
"462","GAALMSLA"
"463","GAFLALTN"
"464","GAFLALMS"
"465","GASCNCVA"
"466","GASCNCTN"
"467","IAMNNDMT"
"468","IAMNNDSD"
"469","IAMNSDND"
"470","IAMNSDMT"
"471","IAMNSDWY"
"472","IAMNSDNE"
"473","IAMNWIIL"
"474","IAMNWIMI"
"475","IASDNDMT"
"476","IASDNDMN"
"477","IASDMTID"
"478","IASDMTWY"
"479","IASDMTND"
"480","IASDWYMT"
"481","IASDWYID"
"482","IASDWYUT"
"483","IASDWYCO"
"484","IASDWYNE"
"485","IASDNEWY"
"486","IASDNECO"
"487","IASDNEMO"
"488","IASDMNND"
"489","IASDMNWI"
"490","IANESDND"
"491","IANESDMT"
"492","IANESDWY"
"493","IANESDMN"
"494","IANEWYMT"
"495","IANEWYID"
"496","IANEWYUT"
"497","IANEWYCO"
"498","IANEWYSD"
"499","IANECOWY"
"500","IANECOUT"
"501","IANECONM"
"502","IANECOOK"
"503","IANECOKS"
"504","IANESDND"
"505","IANESDMT"
"506","IANESDWY"
"507","IANESDMN"
"508","IANEMOKS"
"509","IANEMOOK"
"510","IANEMOAR"
"511","IANEMOTN"
"512","IANEMOKY"
"513","IANEMOIL"
"514","IAMONESD"
"515","IAMONEWY"
"516","IAMONECO"
"517","IAMONESD"
"518","IAMOKSNE"
"519","IAMOKSCO"
"520","IAMOKSOK"
"521","IAMOOKKS"
"522","IAMOOKCO"
"523","IAMOOKNM"
"524","IAMOOKTX"
"525","IAMOOKAR"
"526","IAMOAROK"
"527","IAMOARTX"
"528","IAMOARLA"
"529","IAMOARMS"
"530","IAMOARTN"
"531","IAMOTNKY"
"532","IAMOTNAR"
"533","IAMOTNMS"
"534","IAMOTNAL"
"535","IAMOTNGA"
"536","IAMOTNNC"
"537","IAMOTNVA"
"538","IAMOKYIN"
"539","IAMOKYIL"
"540","IAMOKYTN"
"541","IAMOKYVA"
"542","IAMOKYWV"
"543","IAMOKYOH"
"544","IAMOILWI"
"545","IAMOILKY"
"546","IAMOILIN"
"547","IAILWIMN"
"548","IAILWIMI"
"549","IAILMONE"
"550","IAILMOKS"
"551","IAILMOOK"
"552","IAILMOAR"
"553","IAILMOTN"
"554","IAILMOKY"
"555","IAILKYIN"
"556","IAILKYMO"
"557","IAILKYTN"
"558","IAILKYVA"
"559","IAILKYWV"
"560","IAILKYOH"
"561","IAILINMI"
"562","IAILINKY"
"563","IAILINOH"
"564","IAWIMNND"
"565","IAWIMNSD"
"566","IAWIILMO"
"567","IAWIILKY"
"568","IAWIILIN"
"569","IAWIMIIN"
"570","IAWIMIOH"
"571","IDWAORCA"
"572","IDWAORNV"
"573","IDORCANV"
"574","IDORCAAZ"
"575","IDORNVCA"
"576","IDORNVAZ"
"577","IDORNVUT"
"578","IDNVORCA"
"579","IDNVORWA"
"580","IDNVCAOR"
"581","IDNVCAAZ"
"582","IDNVAZUT"
"583","IDNVAZCA"
"584","IDNVAZNM"
"585","IDNVUTAZ"
"586","IDNVUTCO"
"587","IDNVUTWY"
"588","IDUTNVOR"
"589","IDUTNVCA"
"590","IDUTNVAZ"
"591","IDUTAZNV"
"592","IDUTAZCA"
"593","IDUTAZNM"
"594","IDUTCOWY"
"595","IDUTCONM"
"596","IDUTCOOK"
"597","IDUTCOKS"
"598","IDUTCONE"
"599","IDUTWYMT"
"600","IDUTWYCO"
"601","IDUTWYNE"
"602","IDUTWYSD"
"603","IDMTWYUT"
"604","IDMTWYCO"
"605","IDMTWYNE"
"606","IDMTWYSD"
"607","IDMTNDSD"
"608","IDMTNDMN"
"609","IDMTSDND"
"610","IDMTSDWY"
"611","IDMTSDNE"
"612","IDMTSDIA"
"613","IDMTSDMN"
"614","IDWYMTND"
"615","IDWYMTSD"
"616","IDWYUTNV"
"617","IDWYUTAZ"
"618","IDWYUTCO"
"619","IDWYCOUT"
"620","IDWYCONM"
"621","IDWYCOOK"
"622","IDWYCOKS"
"623","IDWYCONE"
"624","IDWYNESD"
"625","IDWYNECO"
"626","IDWYNESD"
"627","IDWYNEMO"
"628","IDWYNEIA"
"629","IDWYSDND"
"630","IDWYSDMT"
"631","IDWYSDNE"
"632","IDWYSDIA"
"633","IDWYSDMN"
"634","ILWIMNND"
"635","ILWIMNSD"
"636","ILWIMNIA"
"637","ILWIIAMN"
"638","ILWIIASD"
"639","ILWIIANE"
"640","ILWIIAMO"
"641","ILWIMIIN"
"642","ILWIMIOH"
"643","ILIAMNND"
"644","ILIAMNSD"
"645","ILIAMNWI"
"646","ILIASDND"
"647","ILIASDMT"
"648","ILIASDWY"
"649","ILIASDNE"
"650","ILIASDMN"
"651","ILIANESD"
"652","ILIANEWY"
"653","ILIANECO"
"654","ILIANESD"
"655","ILIANEMO"
"656","ILIAMONE"
"657","ILIAMOKS"
"658","ILIAMOOK"
"659","ILIAMOAR"
"660","ILIAMOTN"
"661","ILIAMOKY"
"662","ILIAWIMN"
"663","ILIAWIMI"
"664","ILMOIAMN"
"665","ILMOIASD"
"666","ILMOIANE"
"667","ILMOIAWI"
"668","ILMONESD"
"669","ILMONEWY"
"670","ILMONECO"
"671","ILMONESD"
"672","ILMONEIA"
"673","ILMOKSNE"
"674","ILMOKSCO"
"675","ILMOKSOK"
"676","ILMOOKKS"
"677","ILMOOKCO"
"678","ILMOOKNM"
"679","ILMOOKTX"
"680","ILMOOKAR"
"681","ILMOAROK"
"682","ILMOARTX"
"683","ILMOARLA"
"684","ILMOARMS"
"685","ILMOARTN"
"686","ILMOTNKY"
"687","ILMOTNAR"
"688","ILMOTNMS"
"689","ILMOTNAL"
"690","ILMOTNGA"
"691","ILMOTNNC"
"692","ILMOTNVA"
"693","ILMOKYIN"
"694","ILMOKYTN"
"695","ILMOKYVA"
"696","ILMOKYWV"
"697","ILMOKYOH"
"698","ILKYINMI"
"699","ILKYINOH"
"700","ILKYMOIA"
"701","ILKYMONE"
"702","ILKYMOKS"
"703","ILKYMOOK"
"704","ILKYMOAR"
"705","ILKYMOTN"
"706","ILKYTNMO"
"707","ILKYTNAR"
"708","ILKYTNMS"
"709","ILKYTNAL"
"710","ILKYTNGA"
"711","ILKYTNNC"
"712","ILKYTNVA"
"713","ILKYVAMD"
"714","ILKYVAWV"
"715","ILKYVATN"
"716","ILKYVANC"
"717","ILKYWVOH"
"718","ILKYWVVA"
"719","ILKYWVMD"
"720","ILKYWVPA"
"721","ILKYOHMI"
"722","ILKYOHIN"
"723","ILKYOHWV"
"724","ILKYOHPA"
"725","ILINMIWI"
"726","ILINMIOH"
"727","ILINKYMO"
"728","ILINKYTN"
"729","ILINKYVA"
"730","ILINKYWV"
"731","ILINKYOH"
"732","ILINOHMI"
"733","ILINOHKY"
"734","ILINOHWV"
"735","ILINOHPA"
"736","INMIWIMN"
"737","INMIWIIA"
"738","INMIWIIL"
"739","INMIOHKY"
"740","INMIOHWV"
"741","INMIOHPA"
"742","INILWIMN"
"743","INILWIIA"
"744","INILWIMI"
"745","INILIAMN"
"746","INILIASD"
"747","INILIANE"
"748","INILIAMO"
"749","INILIAWI"
"750","INILMOIA"
"751","INILMONE"
"752","INILMOKS"
"753","INILMOOK"
"754","INILMOAR"
"755","INILMOTN"
"756","INILMOKY"
"757","INILKYMO"
"758","INILKYTN"
"759","INILKYVA"
"760","INILKYWV"
"761","INILKYOH"
"762","INKYILWI"
"763","INKYILIA"
"764","INKYILMO"
"765","INKYMOIA"
"766","INKYMONE"
"767","INKYMOKS"
"768","INKYMOOK"
"769","INKYMOAR"
"770","INKYMOTN"
"771","INKYMOIL"
"772","INKYTNMO"
"773","INKYTNAR"
"774","INKYTNMS"
"775","INKYTNAL"
"776","INKYTNGA"
"777","INKYTNNC"
"778","INKYTNVA"
"779","INKYVAMD"
"780","INKYVAWV"
"781","INKYVATN"
"782","INKYVANC"
"783","INKYWVOH"
"784","INKYWVVA"
"785","INKYWVMD"
"786","INKYWVPA"
"787","INKYOHMI"
"788","INKYOHWV"
"789","INKYOHPA"
"790","INOHMIWI"
"791","INOHKYIL"
"792","INOHKYMO"
"793","INOHKYTN"
"794","INOHKYVA"
"795","INOHKYWV"
"796","INOHWVKY"
"797","INOHWVVA"
"798","INOHWVMD"
"799","INOHWVPA"
"800","INOHPANY"
"801","INOHPAWV"
"802","INOHPAMD"
"803","INOHPADE"
"804","INOHPANJ"
"805","KSNESDND"
"806","KSNESDMT"
"807","KSNESDWY"
"808","KSNESDIA"
"809","KSNESDMN"
"810","KSNEWYMT"
"811","KSNEWYID"
"812","KSNEWYUT"
"813","KSNEWYCO"
"814","KSNEWYSD"
"815","KSNECOWY"
"816","KSNECOUT"
"817","KSNECONM"
"818","KSNECOOK"
"819","KSNESDND"
"820","KSNESDMT"
"821","KSNESDWY"
"822","KSNESDIA"
"823","KSNESDMN"
"824","KSNEMOIA"
"825","KSNEMOOK"
"826","KSNEMOAR"
"827","KSNEMOTN"
"828","KSNEMOKY"
"829","KSNEMOIL"
"830","KSNEIAMN"
"831","KSNEIASD"
"832","KSNEIAMO"
"833","KSNEIAIL"
"834","KSNEIAWI"
"835","KSCOWYMT"
"836","KSCOWYID"
"837","KSCOWYUT"
"838","KSCOWYNE"
"839","KSCOWYSD"
"840","KSCOUTID"
"841","KSCOUTNV"
"842","KSCOUTAZ"
"843","KSCOUTWY"
"844","KSCONMAZ"
"845","KSCONMTX"
"846","KSCONMOK"
"847","KSCOOKNM"
"848","KSCOOKTX"
"849","KSCOOKAR"
"850","KSCOOKMO"
"851","KSCONESD"
"852","KSCONEWY"
"853","KSCONESD"
"854","KSCONEMO"
"855","KSCONEIA"
"856","KSOKCOWY"
"857","KSOKCOUT"
"858","KSOKCONM"
"859","KSOKCONE"
"860","KSOKNMCO"
"861","KSOKNMAZ"
"862","KSOKNMTX"
"863","KSOKTXNM"
"864","KSOKTXLA"
"865","KSOKTXAR"
"866","KSOKARMO"
"867","KSOKARTX"
"868","KSOKARLA"
"869","KSOKARMS"
"870","KSOKARTN"
"871","KSOKMOIA"
"872","KSOKMONE"
"873","KSOKMOAR"
"874","KSOKMOTN"
"875","KSOKMOKY"
"876","KSOKMOIL"
"877","KSMOIAMN"
"878","KSMOIASD"
"879","KSMOIANE"
"880","KSMOIAIL"
"881","KSMOIAWI"
"882","KSMONESD"
"883","KSMONEWY"
"884","KSMONECO"
"885","KSMONESD"
"886","KSMONEIA"
"887","KSMOOKCO"
"888","KSMOOKNM"
"889","KSMOOKTX"
"890","KSMOOKAR"
"891","KSMOAROK"
"892","KSMOARTX"
"893","KSMOARLA"
"894","KSMOARMS"
"895","KSMOARTN"
"896","KSMOTNKY"
"897","KSMOTNAR"
"898","KSMOTNMS"
"899","KSMOTNAL"
"900","KSMOTNGA"
"901","KSMOTNNC"
"902","KSMOTNVA"
"903","KSMOKYIN"
"904","KSMOKYIL"
"905","KSMOKYTN"
"906","KSMOKYVA"
"907","KSMOKYWV"
"908","KSMOKYOH"
"909","KSMOILWI"
"910","KSMOILIA"
"911","KSMOILKY"
"912","KSMOILIN"
"913","KYINMIWI"
"914","KYINMIOH"
"915","KYINILWI"
"916","KYINILIA"
"917","KYINILMO"
"918","KYINOHMI"
"919","KYINOHWV"
"920","KYINOHPA"
"921","KYILWIMN"
"922","KYILWIIA"
"923","KYILWIMI"
"924","KYILIAMN"
"925","KYILIASD"
"926","KYILIANE"
"927","KYILIAMO"
"928","KYILIAWI"
"929","KYILMOIA"
"930","KYILMONE"
"931","KYILMOKS"
"932","KYILMOOK"
"933","KYILMOAR"
"934","KYILMOTN"
"935","KYILINMI"
"936","KYILINOH"
"937","KYMOIAMN"
"938","KYMOIASD"
"939","KYMOIANE"
"940","KYMOIAIL"
"941","KYMOIAWI"
"942","KYMONESD"
"943","KYMONEWY"
"944","KYMONECO"
"945","KYMONESD"
"946","KYMONEIA"
"947","KYMOKSNE"
"948","KYMOKSCO"
"949","KYMOKSOK"
"950","KYMOOKKS"
"951","KYMOOKCO"
"952","KYMOOKNM"
"953","KYMOOKTX"
"954","KYMOOKAR"
"955","KYMOAROK"
"956","KYMOARTX"
"957","KYMOARLA"
"958","KYMOARMS"
"959","KYMOARTN"
"960","KYMOTNAR"
"961","KYMOTNMS"
"962","KYMOTNAL"
"963","KYMOTNGA"
"964","KYMOTNNC"
"965","KYMOTNVA"
"966","KYMOILWI"
"967","KYMOILIA"
"968","KYMOILIN"
"969","KYTNMOIA"
"970","KYTNMONE"
"971","KYTNMOKS"
"972","KYTNMOOK"
"973","KYTNMOAR"
"974","KYTNMOIL"
"975","KYTNARMO"
"976","KYTNAROK"
"977","KYTNARTX"
"978","KYTNARLA"
"979","KYTNARMS"
"980","KYTNMSAR"
"981","KYTNMSLA"
"982","KYTNMSAL"
"983","KYTNALMS"
"984","KYTNALFL"
"985","KYTNALGA"
"986","KYTNGANC"
"987","KYTNGAAL"
"988","KYTNGAFL"
"989","KYTNGASC"
"990","KYTNNCVA"
"991","KYTNNCGA"
"992","KYTNNCSC"
"993","KYTNVAMD"
"994","KYTNVAWV"
"995","KYTNVANC"
"996","KYVAMDPA"
"997","KYVAMDWV"
"998","KYVAMDDE"
"999","KYVAWVOH"
"1000","KYVAWVMD"
"1001","KYVAWVPA"
"1002","KYVATNMO"
"1003","KYVATNAR"
"1004","KYVATNMS"
"1005","KYVATNAL"
"1006","KYVATNGA"
"1007","KYVATNNC"
"1008","KYVANCTN"
"1009","KYVANCGA"
"1010","KYVANCSC"
"1011","KYWVOHMI"
"1012","KYWVOHIN"
"1013","KYWVOHPA"
"1014","KYWVVAMD"
"1015","KYWVVATN"
"1016","KYWVVANC"
"1017","KYWVMDPA"
"1018","KYWVMDVA"
"1019","KYWVMDDE"
"1020","KYWVPANY"
"1021","KYWVPAOH"
"1022","KYWVPAMD"
"1023","KYWVPADE"
"1024","KYWVPANJ"
"1025","KYOHMIWI"
"1026","KYOHMIIN"
"1027","KYOHINMI"
"1028","KYOHINIL"
"1029","KYOHWVVA"
"1030","KYOHWVMD"
"1031","KYOHWVPA"
"1032","KYOHPANY"
"1033","KYOHPAWV"
"1034","KYOHPAMD"
"1035","KYOHPADE"
"1036","KYOHPANJ"
"1037","LAARMOIA"
"1038","LAARMONE"
"1039","LAARMOKS"
"1040","LAARMOOK"
"1041","LAARMOTN"
"1042","LAARMOKY"
"1043","LAARMOIL"
"1044","LAAROKKS"
"1045","LAAROKCO"
"1046","LAAROKNM"
"1047","LAAROKTX"
"1048","LAAROKMO"
"1049","LAARTXOK"
"1050","LAARTXNM"
"1051","LAARMSTN"
"1052","LAARMSAL"
"1053","LAARTNKY"
"1054","LAARTNMO"
"1055","LAARTNMS"
"1056","LAARTNAL"
"1057","LAARTNGA"
"1058","LAARTNNC"
"1059","LAARTNVA"
"1060","LATXOKKS"
"1061","LATXOKCO"
"1062","LATXOKNM"
"1063","LATXOKAR"
"1064","LATXOKMO"
"1065","LATXNMCO"
"1066","LATXNMAZ"
"1067","LATXNMOK"
"1068","LATXARMO"
"1069","LATXAROK"
"1070","LATXARMS"
"1071","LATXARTN"
"1072","LAMSTNKY"
"1073","LAMSTNMO"
"1074","LAMSTNAR"
"1075","LAMSTNAL"
"1076","LAMSTNGA"
"1077","LAMSTNNC"
"1078","LAMSTNVA"
"1079","LAMSARMO"
"1080","LAMSAROK"
"1081","LAMSARTX"
"1082","LAMSARTN"
"1083","LAMSALTN"
"1084","LAMSALFL"
"1085","LAMSALGA"
"1086","MAVTNYPA"
"1087","MAVTNYNJ"
"1088","MAVTNYCT"
"1089","MAVTNHME"
"1090","MANYPAOH"
"1091","MANYPAWV"
"1092","MANYPAMD"
"1093","MANYPADE"
"1094","MANYPANJ"
"1095","MANYNJPA"
"1096","MANYNJDE"
"1097","MANYCTRI"
"1098","MANYVTNH"
"1099","MACTNYPA"
"1100","MACTNYNJ"
"1101","MACTNYVT"
"1102","MARICTNY"
"1103","MANHVTNY"
"1104","MDPANYNJ"
"1105","MDPANYCT"
"1106","MDPANYMA"
"1107","MDPANYVT"
"1108","MDPAOHMI"
"1109","MDPAOHIN"
"1110","MDPAOHKY"
"1111","MDPAOHWV"
"1112","MDPAWVOH"
"1113","MDPAWVKY"
"1114","MDPAWVVA"
"1115","MDPADENJ"
"1116","MDPANJNY"
"1117","MDPANJDE"
"1118","MDWVOHMI"
"1119","MDWVOHIN"
"1120","MDWVOHKY"
"1121","MDWVOHPA"
"1122","MDWVKYIN"
"1123","MDWVKYIL"
"1124","MDWVKYMO"
"1125","MDWVKYTN"
"1126","MDWVKYVA"
"1127","MDWVKYOH"
"1128","MDWVVAKY"
"1129","MDWVVATN"
"1130","MDWVVANC"
